Date,10 Year Treasury Yield,3 Month Treasury Yield,3 Month Treasury Yield (Bond Equivalent Basis),Spread,Rec_prob,NBER_Rec
1971-11-30,5.81,4.22,4.324744117668529,1.4852558823314705,0.07657099380862693,0.0
1971-12-31,5.93,4.01,4.107327917510521,1.822672082489479,0.07872662670154028,0.0
1972-01-31,5.95,3.38,3.4564761929843932,2.493523807015607,0.05465297749863296,0.0
1972-02-28,6.08,3.2,3.2709024106102693,2.8090975893897308,0.0225413631877318,0.0
1972-03-31,6.07,3.73,3.8178021271112605,2.2521978728887397,0.025383114504473354,0.0
1972-04-30,6.19,3.71,3.7971375446233417,2.3928624553766586,0.042537995325892676,0.0
1972-05-31,6.13,3.69,3.776475071226868,2.353524928773132,0.02917542755408901,0.0
1972-06-30,6.11,3.91,4.003878331924502,2.106121668075498,0.05763959658603826,0.0
1972-07-31,6.11,3.98,4.07628749457739,2.03371250542261,0.10031585666668466,0.0
1972-08-31,6.21,4.02,4.117675782072157,2.0923242179278434,0.068388842153505,0.0
1972-09-30,6.55,4.66,4.781040219878941,1.768959780121059,0.08475118590618005,0.0
1972-10-31,6.48,4.74,4.864113520160726,1.6158864798392747,0.08196711459574912,0.0
1972-11-30,6.28,4.78,4.905662923850457,1.3743370761495433,0.07031258143429867,0.0
1972-12-31,6.36,5.07,5.207150641428778,1.1528493585712223,0.04579673175225085,0.0
1973-01-31,6.46,5.41,5.5611897028502835,0.8988102971497165,0.017356070062304326,0.0
1973-02-28,6.64,5.6,5.7593039244415385,0.8806960755584612,0.010403763884686362,0.0
1973-03-31,6.71,6.09,6.271122031066577,0.438877968933423,0.02505983352293809,0.0
1973-04-30,6.67,6.26,6.448992586579751,0.22100741342024932,0.020280884798829203,0.0
1973-05-31,6.85,6.36,6.553694901703047,0.29630509829695306,0.021532384123750387,0.0
1973-06-30,6.9,7.19,7.42480487731043,-0.5248048773104292,0.030987468181349412,0.0
1973-07-31,7.13,8.01,8.289083212341893,-1.1590832123418933,0.03433079791263009,0.0
1973-08-31,7.4,8.67,8.987382646858102,-1.5873826468581012,0.03160288525323107,0.0
1973-09-30,7.09,8.29,8.585040803663208,-1.4950408036632084,0.0491601872395553,0.0
1973-10-31,6.79,7.22,7.456360499312734,-0.6663604993127343,0.05983548381847893,0.0
1973-11-30,6.73,7.83,8.099050456153416,-1.3690504561534151,0.08027035093416275,0.0
1973-12-31,6.74,7.45,7.698448985831796,-0.9584489858317955,0.10328495090731937,1.0
1974-01-31,6.99,7.77,8.035745402832804,-1.0457454028328037,0.13517716978223446,1.0
1974-02-28,6.96,7.12,7.351194045725174,-0.39119404572517436,0.1376847139397035,1.0
1974-03-31,7.21,7.96,8.236278633073702,-1.0262786330737024,0.2086513223486933,1.0
1974-04-30,7.51,8.33,8.627355394718286,-1.1173553947182864,0.25041076445054483,1.0
1974-05-31,7.58,8.23,8.52158530223338,-0.9415853022333796,0.23549748087656758,1.0
1974-06-30,7.54,7.9,8.17293111609332,-0.63293111609332,0.4203107724812103,1.0
1974-07-31,7.81,7.55,7.803794358726756,0.006205641273243856,0.5794159925565407,1.0
1974-08-31,8.04,8.96,9.294965075669383,-1.254965075669384,0.6813628577162912,1.0
1974-09-30,8.04,8.06,8.341901417037226,-0.30190141703722695,0.6602189761841284,1.0
1974-10-31,7.9,7.46,7.708981080452103,0.19101891954789707,0.45561238935558995,1.0
1974-11-30,7.68,7.47,7.719513717775903,-0.03951371777590307,0.630549453672366,1.0
1974-12-31,7.43,7.15,7.382738296460897,0.04726170353910231,0.5292553782326375,1.0
1975-01-31,7.5,6.26,6.448992586579751,1.0510074134202494,0.5511854059067145,1.0
1975-02-28,7.39,5.5,5.655009225482049,1.734990774517951,0.38756384533502997,1.0
1975-03-31,7.73,5.49,5.64458269636886,2.0854173036311403,0.5463062282719691,1.0
1975-04-30,8.23,5.61,5.769736336025116,2.4602636639748843,0.5690617537884334,0.0
1975-05-31,8.06,5.23,5.373680436954437,2.686319563045563,0.5250066565612227,0.0
1975-06-30,7.86,5.34,5.488248879457882,2.3717511205421182,0.4472332733076303,0.0
1975-07-31,8.06,6.13,6.312959957022947,1.7470400429770532,0.2955550072064048,0.0
1975-08-31,8.4,6.44,6.6374954961263875,1.762504503873613,0.6029895638523102,0.0
1975-09-30,8.43,6.42,6.616542117666193,1.8134578823338066,0.36610154599654127,0.0
1975-10-31,8.14,5.96,6.135208096195912,2.0047919038040884,0.25648665718677427,0.0
1975-11-30,8.05,5.48,5.634156701778976,2.4158432982210245,0.3056257564644161,0.0
1975-12-31,8.0,5.44,5.592458067830523,2.407541932169477,0.28664368041866284,0.0
1976-01-31,7.74,4.87,4.999180185635221,2.7408198143647793,0.11534415304123388,0.0
1976-02-28,7.79,4.88,5.009573651870069,2.7804263481299314,0.05138724782325077,0.0
1976-03-31,7.73,5.0,5.134336756224505,2.595663243775496,0.031914732751938416,0.0
1976-04-30,7.56,4.86,4.988787251383243,2.571212748616756,0.018279864151918988,0.0
1976-05-31,7.9,5.2,5.342445702962271,2.557554297037729,0.01275008339574142,0.0
1976-06-30,7.86,5.41,5.5611897028502835,2.298810297149717,0.02094463926341735,0.0
1976-07-31,7.83,5.23,5.373680436954437,2.4563195630455628,0.050588269169898975,0.0
1976-08-31,7.77,5.14,5.279990633863424,2.490009366136576,0.049577366689440114,0.0
1976-09-30,7.59,5.08,5.217554755904431,2.3724452440955686,0.046360207732484796,0.0
1976-10-31,7.41,4.92,5.05115283745515,2.3588471625448504,0.035746493135891816,0.0
1976-11-30,7.29,4.75,4.874500073802812,2.415499926197188,0.019578708897326588,0.0
1976-12-31,6.87,4.35,4.459452058257253,2.410547941742747,0.01982993636259153,0.0
1977-01-31,7.21,4.62,4.739516318067835,2.4704836819321647,0.011657323552603573,0.0
1977-02-28,7.39,4.67,4.7914225230449565,2.598577476955043,0.010915085458751625,0.0
1977-03-31,7.46,4.6,4.718757553103588,2.741242446896412,0.014764369171099665,0.0
1977-04-30,7.37,4.54,4.656493998065578,2.713506001934422,0.015352395127714859,0.0
1977-05-31,7.46,4.96,5.092740538034647,2.367259461965353,0.015689548357489633,0.0
1977-06-30,7.28,5.02,5.155138060241092,2.124861939758908,0.02338114208814615,0.0
1977-07-31,7.33,5.19,5.332035191685588,1.9979648083144124,0.01839214019993114,0.0
1977-08-31,7.4,5.49,5.64458269636886,1.7554173036311402,0.017451760815191102,0.0
1977-09-30,7.34,5.81,5.9784969760051005,1.3615030239948993,0.02092252675448035,0.0
1977-10-31,7.52,6.16,6.344344041553704,1.1756559584462956,0.021359332795333207,0.0
1977-11-30,7.58,6.1,6.281580706956431,1.298419293043569,0.01958904665200025,0.0
1977-12-31,7.69,6.07,6.250206290237176,1.4397937097628244,0.019738650141077237,0.0
1978-01-31,7.96,6.44,6.6374954961263875,1.3225045038736125,0.017991646424887705,0.0
1978-02-28,8.03,6.45,6.647972993006816,1.3820270069931837,0.014695592048631214,0.0
1978-03-31,8.04,6.29,6.48039763337126,1.5596023666287389,0.011649177590652765,0.0
1978-04-30,8.15,6.29,6.48039763337126,1.66960236662874,0.01219437438793169,0.0
1978-05-31,8.35,6.41,6.6060662360034215,1.7439337639965782,0.021088207474013316,0.0
1978-06-30,8.46,6.73,6.941561683947217,1.5184383160527837,0.03016749744054122,0.0
1978-07-31,8.64,7.01,7.235573462993845,1.404426537006156,0.036087574974403416,0.0
1978-08-31,8.41,7.08,7.309142622466745,1.1008573775332549,0.05003863348642629,0.0
1978-09-30,8.42,7.85,8.120156494212237,0.29984350578776287,0.08148810731445855,0.0
1978-10-31,8.64,7.99,8.267959745878635,0.3720402541213659,0.10071461521785993,0.0
1978-11-30,8.81,8.64,8.955590087511245,-0.1455900875112448,0.08767701591795757,0.0
1978-12-31,9.01,9.08,9.42237556903279,-0.4123755690327897,0.07427257174640543,0.0
1979-01-31,9.1,9.35,9.709338632655413,-0.6093386326554135,0.08527396178411614,0.0
1979-02-28,9.1,9.32,9.677434037667403,-0.5774340376674036,0.07954731166562296,0.0
1979-03-31,9.12,9.48,9.847649166185697,-0.7276491661856976,0.0641891260844238,0.0
1979-04-30,9.18,9.46,9.826364560999503,-0.646364560999503,0.05589956390551643,0.0
1979-05-31,9.25,9.61,9.98605286360418,-0.7360528636041792,0.05079329156226455,0.0
1979-06-30,8.91,9.06,9.401134993236777,-0.491134993236777,0.06752621881170051,0.0
1979-07-31,8.95,9.24,9.592379340120754,-0.6423793401207547,0.07746929957478721,0.0
1979-08-31,9.03,9.52,9.890224992087365,-0.8602249920873657,0.10932183253626523,0.0
1979-09-30,9.33,10.26,10.679472109150826,-1.3494721091508257,0.23480893617141171,0.0
1979-10-31,10.3,11.7,12.224025555813174,-1.9240255558131736,0.22100558482553703,0.0
1979-11-30,10.65,11.79,12.32094496223707,-1.6709449622370691,0.329555289767692,0.0
1979-12-31,10.39,12.04,12.59040417873297,-2.2004041787329687,0.39270864675082373,0.0
1980-01-31,10.8,12.0,12.54726710209694,-1.7472671020969397,0.44133370825802615,0.0
1980-02-28,12.41,12.86,13.476701232911873,-1.066701232911873,0.43337650512391657,1.0
1980-03-31,12.75,15.2,16.02690023341268,-3.276900233412679,0.47102318909673035,1.0
1980-04-30,11.47,13.2,13.845305010517604,-2.3753050105176037,0.4505977669635455,1.0
1980-05-31,10.18,8.58,8.892019755122345,1.2879802448776552,0.47314017753822235,1.0
1980-06-30,9.78,7.07,7.29863111953826,2.4813688804617398,0.4119967609694217,1.0
1980-07-31,10.25,8.06,8.341901417037226,1.908098582962774,0.4495992609137834,1.0
1980-08-31,11.1,9.13,9.475486626497013,1.624513373502987,0.5044770038484223,0.0
1980-09-30,11.51,10.27,10.69015836965353,0.8198416303464704,0.6258629170598012,0.0
1980-10-31,11.75,11.62,12.137913113456417,-0.3879131134564169,0.7532043970818674,0.0
1980-11-30,12.68,13.73,14.421202299703285,-1.7412022997032857,0.7000026592826935,0.0
1980-12-31,12.84,15.49,16.34513727937888,-3.5051372793788786,0.8049830381846623,0.0
1981-01-31,12.57,15.02,15.829617724967791,-3.259617724967791,0.7165828788676242,0.0
1981-02-28,13.19,14.79,15.577805922587535,-2.3878059225875354,0.556429144416494,0.0
1981-03-31,13.12,13.36,14.018992509251316,-0.8989925092513165,0.9383389112556644,0.0
1981-04-30,13.68,13.69,14.37768258867055,-0.6976825886705509,0.834043556119956,0.0
1981-05-31,14.1,16.3,17.23658403033894,-3.1365840303389394,0.08873410698910603,0.0
1981-06-30,13.47,14.73,15.512165903962455,-2.042165903962454,0.017688939949039827,0.0
1981-07-31,14.28,14.95,15.752947137015347,-1.472947137015348,0.04083071209070435,0.0
1981-08-31,14.94,15.51,16.36710256185638,-1.4271025618563815,0.05918912518077106,1.0
1981-09-30,15.32,14.7,15.479353649353909,-0.15935364935390872,0.14634019599215206,1.0
1981-10-31,15.15,13.54,14.2145648308524,0.9354351691476008,0.38676867425911066,1.0
1981-11-30,13.39,10.86,11.321630972925082,2.068369027074919,0.7152815687841977,1.0
1981-12-31,13.72,10.85,11.310911913265633,2.409088086734368,0.9540492910271092,1.0
1982-01-31,14.59,12.28,12.849415695884357,1.740584304115643,0.936996340848616,1.0
1982-02-28,14.43,13.48,14.14935358487484,0.28064641512516,0.8360076309081703,1.0
1982-03-31,13.86,12.68,13.28182305519237,0.5781769448076286,0.5142640363637342,1.0
1982-04-30,13.87,12.7,13.303467138097194,0.5665328619028056,0.4634813398126321,1.0
1982-05-31,13.62,12.09,12.644338178345384,0.9756618216546151,0.9267711181301941,1.0
1982-06-30,14.3,12.47,13.05469661321609,1.2453033867839114,0.7761906572959678,1.0
1982-07-31,13.95,11.35,11.847548341800804,2.102451658199195,0.6550812268544788,1.0
1982-08-31,13.06,8.68,8.997981262205297,4.062018737794704,0.6443295881036228,1.0
1982-09-30,12.34,7.92,8.19404477642401,4.1459552235759904,0.3327147714898402,1.0
1982-10-31,10.91,7.71,7.972459933725022,2.9375400662749778,0.13020333436032433,1.0
1982-11-30,10.55,8.07,8.352466693491653,2.1975333065083476,0.03269535388669722,1.0
1982-12-31,10.54,7.94,8.21516061530507,2.324839384694929,0.01978293823167078,0.0
1983-01-31,10.46,7.86,8.130710329734612,2.329289670265389,0.05101510528580772,0.0
1983-02-28,10.72,8.11,8.394733252434136,2.3252667475658644,0.2385578640188519,0.0
1983-03-31,10.51,8.35,8.648515968291848,1.8614840317081516,0.18425016963988033,0.0
1983-04-30,10.4,8.21,8.500437836444048,1.8995621635559523,0.1862191661795231,0.0
1983-05-31,10.38,8.19,8.479292554101281,1.9007074458987194,0.12488793700666878,0.0
1983-06-30,10.85,8.79,9.11460219868631,1.73539780131369,0.09315451590121258,0.0
1983-07-31,11.38,9.08,9.42237556903279,1.9576244309672113,0.031150187972981924,0.0
1983-08-31,11.85,9.34,9.69870321700731,2.1512967829926897,0.0009528182543819674,0.0
1983-09-30,11.65,9.0,9.337426451777949,2.3125735482220513,0.0007951237770210054,0.0
1983-10-31,11.54,8.64,8.955590087511245,2.584409912488754,0.008361022510803541,0.0
1983-11-30,11.69,8.76,9.082789911268524,2.6072100887314758,0.027156078673198112,0.0
1983-12-31,11.83,9.0,9.337426451777949,2.492573548222051,0.022485622053390036,0.0
1984-01-31,11.67,8.9,9.231289481984989,2.438710518015011,0.022335444629864594,0.0
1984-02-28,11.84,9.09,9.432996681243267,2.4070033187567326,0.02247116358761264,0.0
1984-03-31,12.32,9.52,9.890224992087365,2.4297750079126352,0.043483416120430385,0.0
1984-04-30,12.63,9.69,10.071270716816148,2.558729283183853,0.04130642564913943,0.0
1984-05-31,13.41,9.83,10.220487006725731,3.1895129932742687,0.0412423421447953,0.0
